Text,Label
"Terkait pernyataan tentang resesi ekonomi yang menuai kritikan, Menteri Keuangan Sri Mulyani blak-blakan. Tujuannya bukan menakut-nakuti melainkan agar semuanya waspada. “IMF menyampaikan bahwa terkait ekonomi 2023 ‘it’s gonna be dark’. Kalau saya… https://t.co/3NpkbLejxE",-1
"Laporan world bank menunjukkan bahwa GDP kita akan naik menjadi 5,3% di tahun 2023. Lo pada harusnya bersyukur hidup di negara yang ada Ferdy Sambo sama Rizky Billarnya ini. 

Di tengah ketidakpastian ekonomi, Indonesia tetap diproyeksikan positif tahun depan. Fuck Resesi. https://t.co/YquGgbjBIg",-1
fuck 2023 resesi ekonomi all i care about is resepsi with you,-1
ngeliat berita resesi ekonomi 2023 but still spent over than 700k every week.,-1
"@IchaVarma yang bilang nakut2in gak paham konteksnya, doi berkecimpung di pasar modal, wajar2 saja opininya 2023 bakal resesi dan harus bersiap. Pasar modal ga ada ampun, responnya terhadap ekonomi makro lebih cepat, bayangin portfolio lu minus 50% tahun 2023. Mending gue dengerin doi.",-1
"@worksfess menrut gue 2023 engga resesii sii, paling slow growth ekonomi gt. 

jgn ampe deh 2023 resesi, klo resepsi baru gpp. jhaa",-1
"@azkmewhy This. Intinya persiapan.
Masalah 2023 gajadi resesi, ga jadi kiamat ekonomi, bagus dong. 
Apa persiapannya jadi sia-sia? No.
Keuangan Lo sehat, ga banyak utang, bahkan punya banyak ""peluru"" buat invest daripada dihamburkan foya-foya.

Worse case, gimana kalo beneran kejadian? Wk",-1
GJ 78 | RESESI EKONOMI 2023? NO PROBLEM! RESESI MENTAL 2023? WANJOYYY https://t.co/f7q51FmgIX,-1
GJ 78 | RESESI EKONOMI 2023? NO PROBLEM! RESESI MENTAL 2023? WANJOYYY #ekonomi https://t.co/vLsUXqa5LA,-1
"bener 2023 itu prediksinya bkal ada resesi global (gr"" perang rusia-ukraine itu), tp bkn berarti indonesia langsung mak jleg ekonominy tumbang minus numbuhny. w rasa ekonomi indo bisa tahan lah wlaupun psti ada bbrp industri yg kedampak dr resesi ini",-1
"Masih takut tahun 2023 resesi?

Kita udah pernah mengalaminya. 

Di Q2-Q3 2020 Indonesia itu resmi resesi. Ekonomi minus 5,32% di Q2 2020, dan minus 3,49 di Q3 2020

Terasa di kalian?",-1
"edisi before sleep hari ini: baca terkait resesi 2023
and damn this shit is scary, 
domino effect dari pandemi masi kebawa sampe masalah ini mulai dari printing money-inflation-energy crisis-suku bunga naik-invest kesendat-uang “ketahan”-ekonomi ga muter- (amit-amit) hancur dah😭",-1
"Menemukan motivasi untuk cepet lulus wkwk
Agak absurd si inii :D
""Tahun 2023 diperkirakan terjadi resesi ekonomi global""
Maka dari itu, dengan segenap semangat saya yg masih tersisa
YUKKK TAHUN DEPAN SIDANG,WISUDA,DAPET KERJA!!! AMIIIINNNN

Balik surabaya...(sedapet kerjanya dmn)",-1
"Dari kmrn2 pada bahas soal beratnya resesi ekonomi 2023. Trs pd nanyain strategi kita apa? Buat lower-middle class yg income based on salary doang ini pertanyaan agk gmn gitu. Soalnya there's not much we can do. Yg penting kita tetep hidup sewajarnya. Gak overthinking, ga denial",-1
"Insecure Sama Otak Sndiri
Mau Learn Something Juga Gak  Tau Cocoknya Dimana

Ethical Hacker ?
Digital Marketer?
Copywriter?
Manajer?

Need Time To Settle it down 🥲

Ekonomi Dunia Juga OTW resesi 2023 kedepan , Makin OVT 😭",-1
"Pagi2 kepikiran resesi 2023, krisis ekonomi tahun depan kayanya bakal ngeri dan mikir keras bgt, tabungan cukupkah? mental amankah? wkwk, udahlah rem dulu berkeinginan akan hobi yg agak menguras dompet",-1
Duh! OJK Sebut Resesi Ekonomi Global Bisa Datang Lebih Cepat Sebelum 2023 https://t.co/GD2MtTeEnZ #beritajogja #jogja #jogjaistimewa https://t.co/GOBQpk6oLA,-1
"Banyak yg bahas masalah perselingkuhan, gue malah lagi kepikiran resesi 2023, krisis ekonomi tahun depan kayanya bakal ngeri dan mikir keras bgt tabungan gue cukupkah, mental amankah wkwk, udahlah rem dulu berkeinginan akan hobi yg agak menguras dompet wkwk byebye campervan 🙂",-1
@Aku08__ @koh_alien indonesia paling parah kena resesi ekonomi 2023,-1
